,Number,submitted,updated,category,males,females,id,title,abstract
13804,6800,2019-03-31,2019-03-31,physics,1.0,2.0,1904.00412v1,Surrogate-guided sampling designs for classification of rare outcomes   from electronic medical records data,"Scalable and accurate identification of specific clinical outcomes has been enabled by machine-learning applied to electronic medical record (EMR) systems. The development of automatic classification requires the collection of a complete labeled data set, where true clinical outcomes are obtained by human expert manual review. For example, the development of natural language processing algorithms requires the abstraction of clinical text data to obtain outcome information necessary for training models. However, if the outcome is rare then simple random sampling results in very few cases and insufficient information to develop accurate classifiers. Since large scale detailed abstraction is often expensive, time-consuming, and not feasible, more efficient strategies are needed. Under such resource constrained settings, we propose a class of enrichment sampling designs, where selection for abstraction is stratified by auxiliary variables related to the true outcome of interest. Stratified sampling on highly specific variables results in targeted samples that are more enriched with cases, which we show translates to increased model discrimination and better statistical learning performance. We provide mathematical details, and simulation evidence that links sampling designs to their resulting prediction model performance. We discuss the impact of our proposed sampling on both model development and validation. Finally, we illustrate the proposed designs for outcome label collection and subsequent machine-learning, using radiology report text data from the Lumbar Imaging with Reporting of Epidemiology (LIRE) study."
13814,6821,2019-03-31,2019-03-31,physics,3.0,1.0,1904.00432v2,Relaxation to equilibrium in models of classical spins with long-range   interactions,"For a model long-range interacting system of classical Heisenberg spins, we study how fluctuations, such as those arising from having a finite system size or through interaction with the environment, affect the dynamical process of relaxation to Boltzmann-Gibbs equilibrium. Under deterministic spin precessional dynamics, we unveil the full range of quasistationary behavior observed during relaxation to equilibrium, whereby the system is trapped in nonequilibrium states for times that diverge with the system size. The corresponding stochastic dynamics, modeling interaction with the environment and constructed in the spirit of the stochastic Landau-Lifshitz-Gilbert equation, however shows a fast relaxation to equilibrium on a size-independent timescale and no signature of quasistationarity, provided the noise is strong enough. Similar fast relaxation is also seen in Glauber Monte Carlo dynamics of the model, thus establishing the ubiquity of what has been reported earlier in particle dynamics (hence distinct from the spin dynamics considered here) of long-range interacting systems, that quasistationarity observed in deterministic dynamics is washed away by fluctuations induced through contact with the environment."
13819,6832,2019-03-31,2019-03-31,physics,4.0,1.0,1904.00438v2,Understanding Neural Architecture Search Techniques,"Automatic methods for generating state-of-the-art neural network architectures without human experts have generated significant attention recently. This is because of the potential to remove human experts from the design loop which can reduce costs and decrease time to model deployment. Neural architecture search (NAS) techniques have improved significantly in their computational efficiency since the original NAS was proposed. This reduction in computation is enabled via weight sharing such as in Efficient Neural Architecture Search (ENAS). However, recently a body of work confirms our discovery that ENAS does not do significantly better than random search with weight sharing, contradicting the initial claims of the authors. We provide an explanation for this phenomenon by investigating the interpretability of the ENAS controller's hidden state. We find models sampled from identical controller hidden states have no correlation with various graph similarity metrics, so no notion of structural similarity is learned. This failure mode implies the RNN controller does not condition on past architecture choices. Lastly, we propose a solution to this failure mode by forcing the controller's hidden state to encode pasts decisions by training it with a memory buffer of previously sampled architectures. Doing this improves hidden state interpretability by increasing the correlation between controller hidden states and graph similarity metrics."
13820,6837,2019-03-31,2019-03-31,physics,1.0,1.0,1904.00443v1,Primitive Element Pairs with a Prescribed Trace in the Quartic Extension   of a Finite Field,"In this article, we give a largely self-contained proof that the quartic extension $\mathbb{F}_{q^4}$ of the finite field $\mathbb{F}_q$ contains a primitive element $\alpha $ such that the element $\alpha+\alpha^{-1}$ is also a primitive element of ${\mathbb{F}_{q^4}},$ and $Tr_{\mathbb{F}_{q^4}|\mathbb{F}_{q}}(\alpha)=a$ for any prescribed $a \in \mathbb{F}_q$.   The corresponding result for finite field extensions of degrees exceeding 4 has already been established by Gupta, Sharma and Cohen."
13821,6838,2019-03-31,2019-03-31,physics,1.0,1.0,1904.05320v1,Distribution of scientific journals impact factor,"We consider distributions of scientific journals impact factor. Analysing 9028 scientific journals with the largest impact factors, we found that the distribution of them is year-to-year stable (at least for analysed 2011-2013 years), and it has the character of the exponential Boltzmann distribution with the power law asymptotic (tail)."
13827,6857,2019-03-31,2019-03-31,physics,1.0,1.0,1904.00460v3,Spectral density of equitable core-periphery graphs,"Core-periphery structure is an emerging property of a wide range of complex systems and indicate the presence of group of actors in the system with an higher number of connections among them and a lower number of connections with a sparsely connected periphery. The dynamics of a complex system which is interacting on a given graph structure is strictly connected with the spectral properties of the graph itself, nevertheless it is generally extremely hard to obtain analytic results which will hold for arbitrary large systems. Recently a statistical ensemble of random graphs with a regular block structure, i.e. the ensemble of equitable graphs, has been introduced and analytic results have been derived in the computationally-hard context of graph partitioning and community detection. In this paper, we present a general analytic result for a ensemble of equitable core-periphery graphs, yielding a new explicit formula for the spectral density of networks with core-periphery structure."
13832,6874,2019-03-31,2019-03-31,physics,34.0,4.0,1904.00474v3,Probabilistic Hysteresis in Integrable and Chaotic Isolated Hamiltonian   Systems,"We propose currently feasible experiments using small, isolated systems of ultracold atoms to investigate the effects of dynamical chaos in the microscopic onset of irreversibility. A control parameter is tuned past a critical value, then back to its initial value; hysteresis appears as a finite probability that the atoms fail to return to their initial state even when the parameter sweep is arbitrarily slow. We show that an episode of chaotic dynamics during part of the sweep time produces distinctive features in the distribution of final states that will be clearly observable in experiments."
13844,6929,2019-04-01,2019-04-01,physics,2.0,1.0,1904.00524v1,Observation of protein thermodynamics in ice by passive millimeter-wave   microscopy,"The study of protein functions attributed to the conformation and fluctuation that are ruled by both the amino acid sequence and thermodynamics, requires thermodynamic quantities given by calorimetry using thermometric techniques. The increased need for protein function in different applications requires improvements of measurement systems assessing protein thermodynamics to handle many kinds of samples quickly. We have developed a passive millimeter-wave microscope that allows near-field imaging of thermal radiation, even in the low temperature range under room temperature where passive infrared imaging systems are ineffective. This advantage of our microscope system in combination with low thermal emission property of water ice in the millimeter-wave region enables the characterization of the thermal radiation from the proteins themselves in aqueous solution at a temperature range low enough to freeze water and to trap conformation intermediates in the proteins. Experiments performed at a millimeter-wave frequency of 50 GHz in a temperature range from 130 K to 270 K for a 20 % bovine serum albumin (BSA) aqueous solution showed a displacement between two conformational states of BSA at a temperature of approximately 190 K as a boundary. Our microscope system using this freeze-trapping method is expected to provide noninvasive thermal images to enable novel high-throughput calorimetry useful for the analysis of protein functions."
13857,6995,2019-04-01,2019-04-01,physics,2.0,2.0,1904.00586v1,Charmed dibaryon resonances in the potential quark model,"Charmed dibaryon states with the spin-parity $J^{\pi}=0^+$, $1^+$, and $2^+$are predicted for the two-body $Y_cN$ ($=\Lambda_c$, $\Sigma_c$, or $\Sigma^*_c$) systems. We employ the complex scaling method for the coupled channel Hamiltonian with the $Y_cN$-CTNN potentials, which were proposed in our previous study. We find four sharp resonance states near the $\Sigma_c N$ and $\Sigma^*_c N$ thresholds. From the analysis of the binding energies of partial channel systems, we conclude that these resonance states are Feshbach resonances. We compare the results with the $Y_c N$ resonance states in the heavy quark limit, where the $\Sigma_c N$ and $\Sigma^*_c N$ thresholds are degenerate, and find that they form two pairs of the heavy-quark doublets in agreement with the heavy quark spin symmetry."
13860,6998,2019-04-01,2019-04-01,physics,2.0,1.0,1904.00589v1,Nature of the D_0 meson in the D pi scattering with chiral symmetry,"We study the nature of the scalar D_0 meson from the viewpoint of chiral symmetry. With the linear representation of chiral symmetry, we construct the D pi scattering amplitude satisfying the chiral low-energy theorem, in which the D_0 meson appears as an s-wave resonance. We show that the properties of the D_0 meson can be successfully reproduced as the chiral partner of the D meson coupled with the D pi scattering states. At the same time, we find that the spectral function and the pole position of D_0 are not very sensitive to the reduction of the chiral condensate, indicating the importance of the dressing of the bare state by the D pi molecular component."
13861,6999,2019-04-01,2019-04-01,physics,1.0,3.0,1904.00590v1,On two problems of Hardy and Mahler,"It is a classical result of Mahler that for any rational number $\alpha$ > 1 which is not an integer and any real 0 < c < 1, the set of positive integers n such that $\alpha$ n < c n is necessarily finite. Here for any real x, x denotes the distance from its nearest integer. The problem of classifying all real algebraic numbers greater than one exhibiting the above phenomenon was suggested by Mahler. This was solved by a beautiful work of Corvaja and Zannier. On the other hand, for non-zero real numbers $\lambda$ and $\alpha$ with $\alpha$ > 1, Hardy about a century ago asked ''In what circumstances can it be true that $\lambda$$\alpha$ n $\rightarrow$ 0 as n $\rightarrow$ $\infty$? '' This question is still open in general. In this note, we study its analogue in the context of the problem of Mahler. We first compare and contrast with what is known visa -vis the original question of Hardy. We then suggest a number of questions that arise as natural consequences of our investigation. Of these questions, we answer one and offer some insight into others."
13868,7031,2019-04-01,2019-04-01,physics,7.0,2.0,1904.08751v1,"Technologies for ""Complete, Transparent & Interactive Models of Math"" in   Education","A new generation of educational mathematics software is being shaped in ThEdu and other academic communities on the side of computer mathematics. Respective concepts and technologies have been clarified to an extent, which calls for cooperation with educational sciences in order to optimise the new generation's impact on educational practice. The paper addresses educational scientists who want to examine specific software features and estimate respective effects in STEM education at universities and subsequently at high-school. The key features are characterised as a ""complete, transparent and interactive model of mathematics"", which offers interactive experience in all relevant aspects in doing mathematics. Interaction uses several layers of formal languages: the language of terms, of specifications, of proofs and of program language, which are connected by Lucas-Interpretation providing ""next-step-guidance"" as well as providing prover power to check user input. So this paper is structured from the point of view of computer mathematics and thus cannot give a serious description of effects on educational practice -- this is up to collaboration with educational science; such collaboration is prepared by a series of questions, some of which are biased towards software usability (and mainly to be solved by computer mathematicians) and some of which are biased towards genuine research in educational sciences."
13874,7054,2019-04-01,2019-04-01,physics,4.0,3.0,1904.00642v1,Strong coupling between weakly guided semiconductor nanowire modes and   an organic dye,"The light-matter coupling between electromagnetic modes guided by a semiconductor nanowire and excitonic states of molecules localized in its surrounding media is studied from both classical and quantum perspectives, with the aim of describing the strong coupling regime. Weakly guided modes (bare photonic modes) are found through a classical analysis, identifying those lowest-order modes presenting large electromagnetic fields spreading outside the nanowire, while preserving their robust guided behavior. Experimental fits of the dielectric permittivity of an organic dye that exhibits excitonic states are used for realistic scenarios. A quantum model properly confirms through an avoided mode crossing that the strong coupling regime can be achieved for this configuration, leading to Rabi splitting values above 100 meV. In addition, it is shown that the coupling strength depends on the fraction of energy spread outside the nanowire, rather than on the mode field localization. These results open up a new avenue towards strong coupling phenomenology involving propagating modes in non-absorbing media."
13876,7065,2019-04-01,2019-04-01,physics,1.0,1.0,1904.04901v2,A Bayesian approach to study synergistic interaction effects in in-vitro   drug combination experiments,"In cancer translational research, increasing effort is devoted to the study of the combined effect of two drugs when they are administered simultaneously. In this paper, we introduce a new approach to estimate the part of the effect of the two drugs due to the interaction of the compounds, i.e. which is due to synergistic or antagonistic effects of the two drugs, compared to a reference value representing the condition when the combined compounds do not interact, called zero-interaction. We describe an in-vitro cell viability experiment as a random experiment, by interpreting cell viability as the probability of a cell in the experiment to be viable after treatment, and including information related to different exposure conditions. We propose a flexible Bayesian spline regression framework for modelling the viability surface of two drugs combined as a function of the concentrations. Since the proposed approach is based on a statistical model, it allows to include replicates of the experiments, to evaluate the uncertainty of the estimates, and to perform prediction. We test the model fit and prediction performance on a simulation study, and on an ovarian cancer cell dataset. Posterior estimates of the zero-interaction level and of the synergy term, obtained via adaptive MCMC algorithms, are used to compute interpretable measures of efficacy of the combined experiment, including relative volume under the surface (rVUS) measures to summarise the zero-interaction and synergy terms and a bi-variate alternative to the well-known EC50 measure."
13879,7083,2019-04-01,2019-04-01,physics,2.0,1.0,1904.00666v1,Modulational stability of nonlinear saturated gravity waves,"Stationary gravity waves, such as mountain lee waves, are effectively described by Grimshaw's dissipative modulation equations even in high altitudes where they become nonlinear due to their large amplitudes. In this theoretical study, a wave-Reynolds number is introduced to characterize general solutions to these modulation equations. This non-dimensional number relates the vertical linear group velocity with wavenumber, pressure scale height and kinematic molecular/eddy viscosity. It is demonstrated by analytic and numerical methods that Lindzen-type waves in the saturation region, i.e. where the wave-Reynolds number is of order unity, destabilize by transient perturbations. It is proposed that this mechanism may be a generator for secondary waves due to direct wave-mean-flow interaction. By assumption the primary waves are exactly such that altitudinal amplitude growth and viscous damping are balanced and by that the amplitude is maximized. Implications of these results on the relation between mean-flow acceleration and wave breaking heights are discussed."
13891,7158,2019-04-01,2019-04-01,physics,3.0,1.0,1904.00774v2,Observing the dark sector,"Despite the observational success of the standard model of cosmology, present-day observations do not tightly constrain the nature of dark matter and dark energy and modifications to the theory of general relativity. Here, we will discuss some of the ongoing and upcoming surveys that will revolutionize our understanding of the dark sector."
13903,7223,2019-04-01,2019-04-01,physics,2.0,4.0,1904.01430v1,Pseudomode approach and vibronic non-Markovian phenomena in light   harvesting complexes,"The pseudomode approach is discussed with an emphasis to Gorini-Kossakowski-Sudarshan-Lindblad form of this approach. The connection of the pseudomode approach with solutions of both the Friedrichs model and Jaynes-Cummings model with dissipation at zero temperature is shown. The obtained results are applied to non-Markovian phenomena description in the Fenna-Matthews-Olson complexes, estimations based on experimental data are done. A deformation approach to generalization of the pseudomode approach to the finite-temperature case is discussed."
13921,7275,2019-04-01,2019-04-01,physics,2.0,2.0,1904.00922v1,On Gravitational Casimir Effect and Stefan-Boltzmann Law at Finite   Temperature,Gravitons are described by the propagator in Teleparallel gravity in nearly flat space-time. Finite temperature is introduced by using Thermo Field Dynamics formalism. The Gravitational Casimir effect and Stefan-Boltzmann law are calculated as a function of temperature. Then an equation of state for gravitons is determined.
13922,7306,2019-04-01,2019-04-01,physics,2.0,2.0,1904.00953v1,On a generalization of the Howe-Moore property,"We define a Howe-Moore property relative to a set of subgroups. Namely, a group $G$ has the Howe-Moore property relative to a set $\mathcal{F}$ of subgroups if for every unitary representation $\pi$ of $G$, whenever the restriction of $\pi$ to any element of $\mathcal{F}$ has no non-trivial invariant vectors, the matrix coefficients vanish at infinity. We prove that a semisimple group has the Howe-Moore property relatively to the family of its factors."
13925,7320,2019-04-01,2019-04-01,physics,1.0,1.0,1904.00967v2,Synchronization of Network-Coupled Oscillators with Uncertain Dynamics,"Synchronization of network-coupled dynamical units is important to a variety of natural and engineered processes including circadian rhythms, cardiac function, neural processing, and power grids. Despite this ubiquity, it remains poorly understood how complex network structures and heterogeneous local dynamics combine to either promote or inhibit synchronization. Moreover, for most real-world applications it is impossible to obtain the exact specifications of the system, and there is a lack of theory for how uncertainty affects synchronization. We address this open problem by studying the Synchrony Alignment Function (SAF), which is an objective measure for the synchronization properties of a network of heterogeneous oscillators with given natural frequencies. We extend the SAF framework to analyze network-coupled oscillators with heterogeneous natural frequencies that are drawn as a multivariate random vector. Using probability theory for quadratic forms, we obtain expressions for the expectation and variance of the SAF for given network structures. We conclude with numerical experiments that illustrate how the incorporation of uncertainty yields a more robust theoretical framework for enhancing synchronization, and we provide new perspectives for why synchronization is generically promoted by network properties including degree-frequency correlations, link directedness, and link weight delocalization."
13927,7325,2019-04-01,2019-04-01,physics,6.0,1.0,1904.00971v2,Asymptotic sign coherence conjecture,"The sign coherence phenomenon is an important feature of c-vectors in cluster algebras with principal coefficients. In this note, we consider a more general version of c-vectors defined for arbitrary cluster algebras of geometric type and formulate a conjecture describing their asymptotic behavior. This conjecture, which is called the asymptotic sign coherence conjecture, states that for any infinite sequence of matrix mutations that satisfies certain natural conditions, the corresponding c-vectors eventually become sign coherent. We prove this conjecture for rank 2 cluster algebras of infinite type and for a particular sequence of mutations in a cluster algebra associated with the Markov quiver."
13928,7327,2019-04-01,2019-04-01,physics,3.0,1.0,1904.00973v1,Recognising and evaluating the effectiveness of extortion in the   Iterated Prisoner's Dilemma,"Since the introduction of zero-determinant strategies, extortionate strategies have received considerable interest. While an interesting class of strategies, the definitions of extortionate strategies are algebraically rigid, apply only to memory-one strategies, and require complete knowledge of a strategy (memory-one cooperation probabilities). We describe a method to detect extortionate behaviour from the history of play of a strategy. When applied to a corpus of 204 strategies this method detects extortionate behaviour in well-known extortionate strategies as well others that do not fit the algebraic definition. The highest performing strategies in this corpus are able to exhibit selectively extortionate behavior, cooperating with strong strategies while exploiting weaker strategies, which no memory-one strategy can do. These strategies emerged from an evolutionary selection process and their existence contradicts widely-repeated folklore in the evolutionary game theory literature: complex strategies can be extraordinarily effective, zero-determinant strategies can be outperformed by non-zero determinant strategies, and longer memory strategies are able to outperform short memory strategies. Moreover, while resistance to extortion is critical for the evolution of cooperation, the extortion of weak opponents need not prevent cooperation between stronger opponents, and this adaptability may be crucial to maintaining cooperation in the long run."
13930,7332,2019-04-01,2019-04-01,physics,5.0,1.0,1904.00977v2,Sentiment analysis with genetically evolved Gaussian kernels,"Sentiment analysis consists of evaluating opinions or statements from the analysis of text. Among the methods used to estimate the degree in which a text expresses a given sentiment, are those based on Gaussian Processes. However, traditional Gaussian Processes methods use a predefined kernel with hyperparameters that can be tuned but whose structure can not be adapted. In this paper, we propose the application of Genetic Programming for evolving Gaussian Process kernels that are more precise for sentiment analysis. We use use a very flexible representation of kernels combined with a multi-objective approach that simultaneously considers two quality metrics and the computational time spent by the kernels. Our results show that the algorithm can outperform Gaussian Processes with traditional kernels for some of the sentiment analysis tasks considered."
13942,7369,2019-04-01,2019-04-01,physics,1.0,1.0,1904.01034v2,Geometry of small causal diamonds,"The geometry of small causal diamonds is systematically studied, based on three distinct constructions that are common in the literature, namely the geodesic ball, the Alexandrov interval and the lightcone cut. The causal diamond geometry is calculated perturbatively using Riemann normal coordinate expansion up to the leading order in both vacuum and non-vacuum. We provide a collection of results including the area of the codimension-two edge, the maximal hypersurface volume and their isoperimetric ratio for each construction, which will be useful for any applications involving the quantitative properties of causal diamonds. In particular, by solving the dynamical equations of the expansion and the shear on the lightcone, we find that intriguingly only the light-cone cut construction yields an area deficit proportional to the Bel-Robinson superenergy density W in four dimensional spacetime, but such a direct connection fails to hold in any other dimension. We also compute the volume of the Alexandrov interval causal diamond in vacuum, which we believe is important but missing from the literatures. Our work complements and extends the earlier works on the causal diamond geometry by Gibbons and Solodukhin, Jacobson, Senovilla and Speranza and others. Some potential applications of our results in mathematical general relativity and quantum gravity are discussed."
13943,7378,2019-04-01,2019-04-01,physics,4.0,3.0,1904.01043v1,The AKLT model on a hexagonal chain is gapped,"In 1987, Affleck, Kennedy, Lieb, and Tasaki introduced the AKLT spin chain and proved that it has a spectral gap above the ground state. Their concurrent conjecture that the two-dimensional AKLT model on the hexagonal lattice is also gapped remains open. In this paper, we show that the AKLT Hamiltonian restricted to an arbitrarily long chain of hexagons is gapped. The argument is based on explicitly verifying a finite-size criterion which is tailor-made for the system at hand. We also discuss generalizations of the method to the full hexagonal lattice."
13944,7385,2019-04-01,2019-04-01,physics,4.0,5.0,1904.01050v2,Structure of online dating markets in US cities,"We study the structure of heterosexual dating markets in the United States through an analysis of the interactions of several million users of a large online dating web site, applying recently developed network analysis methods to the pattern of messages exchanged among users. Our analysis shows that the strongest driver of romantic interaction at the national level is simple geographic proximity, but at the local level other demographic factors come into play. We find that dating markets in each city are partitioned into submarkets along lines of age and ethnicity. Sex ratio varies widely between submarkets, with younger submarkets having more men and fewer women than older ones. There is also a noticeable tendency for minorities, especially women, to be younger than the average in older submarkets, and our analysis reveals how this kind of racial stratification arises through the messaging decisions of both men and women. Our study illustrates how network techniques applied to online interactions can reveal the aggregate effects of individual behavior on social structure."
13949,7407,2019-04-01,2019-04-01,physics,1.0,1.0,1904.01074v1,"Astro2020 Science White Paper: Construction of an L* Galaxy: the   Transformative Power of Wide Fields for Revealing the Past, Present and   Future of the Great Andromeda System","The Great Andromeda Galaxy (M31) is the nexus of the near-far galaxy evolution connection and a principal data point for near-field cosmology. Due to its proximity (780 kpc), M31 can be resolved into individual stars like the Milky Way (MW). Unlike the MW, we have the advantage of a global view of M31, enabling M31 to be observed with techniques that also apply to more distant galaxies. Moreover, recent evidence suggests that M31 may have survived a major merger within the last several Gyr, shaping the morphology of its stellar halo and triggering a starburst, while leaving the stellar disk largely intact. The MW and M31 thus provide complementary opportunities for in-depth studies of the disks, halos, and satellites of L* galaxies.   Our understanding of the M31 system will be transformed in the 2020s if they include wide field facilities for both photometry (HST-like sensitivity and resolution) and spectroscopy (10-m class telescope, >1 sq. deg. field, highly multiplexed, R~ 3000 to 6000). We focus here on the power of these facilities to constrain the past, present, and future merger history of M31, via chemo-dynamical analyses and star formation histories of phase-mixed stars accreted at early times, as well as stars in surviving tidal debris features, M31's extended disk, and intact satellite galaxies that will eventually be tidally incorporated into the halo. This will yield an unprecedented view of the hierarchical formation of the M31 system and the subhalos that built it into the L* galaxy we observe today."
13963,7473,2019-04-01,2019-04-01,physics,4.0,1.0,1904.01139v1,Generative predecessor models for sample-efficient imitation learning,"We propose Generative Predecessor Models for Imitation Learning (GPRIL), a novel imitation learning algorithm that matches the state-action distribution to the distribution observed in expert demonstrations, using generative models to reason probabilistically about alternative histories of demonstrated states. We show that this approach allows an agent to learn robust policies using only a small number of expert demonstrations and self-supervised interactions with the environment. We derive this approach from first principles and compare it empirically to a state-of-the-art imitation learning method, showing that it outperforms or matches its performance on two simulated robot manipulation tasks and demonstrate significantly higher sample efficiency by applying the algorithm on a real robot."
13965,7484,2019-04-01,2019-04-01,physics,5.0,1.0,1904.01575v1,Contrastive Predictive Coding Based Feature for Automatic Speaker   Verification,"This thesis describes our ongoing work on Contrastive Predictive Coding (CPC) features for speaker verification. CPC is a recently proposed representation learning framework based on predictive coding and noise contrastive estimation. We focus on incorporating CPC features into the standard automatic speaker verification systems, and we present our methods, experiments, and analysis. This thesis also details necessary background knowledge in past and recent work on automatic speaker verification systems, conventional speech features, and the motivation and techniques behind CPC."
13968,7497,2019-04-02,2019-04-02,physics,3.0,1.0,1904.01157v1,Sizing and Dynamic modeling of a Power System for the MUN Explorer   Autonomous Underwater Vehicle using a Fuel Cell and Batteries,"The combination of a fuel cell and batteries has promising potential for powering autonomous vehicles. The MUN Explorer Autonomous Underwater Vehicle (AUV) is built to do mapping-type missions of seabeds as well as survey missions. These missions require a great deal of power to reach underwater depths (i.e. 3000 meters). The MUN Explorer uses 11 rechargeable Lithium-ion (Li-ion) batteries as the main power source with a total capacity of 14.6kWh to 17.952kWh, and the vehicle can run for 10 hours. The draw-backs of operating the existing power system of the MUN Explorer, which was done by the researcher at the Holyrood management facility, include mobilization costs, logistics and transport, and facility access, all of which should be taken into consideration. Recharging the batteries for at least 8 hours is also very challenging and time consuming. To overcome these challenges and run the MUN Explorer for a long time, it is essential to integrate a fuel cell into an existing power system (i.e. battery bank). The integration of the fuel cell not only will increase the system power, but it will also reduce the number of batteries needed as suggested by HOMER software. In this paper, an integrated fuel cell is designed to be added into the MUN Explorer AUV along with a battery bank system to increase its power system. The system sizing is performed using HOMER software. The results from HOMER software show that a 1kW fuel cell and 8 Li-ion batteries can increase the power system capacity to 68 kWh. The dynamic model is then built in MATLAB/Simulink environment to provide a better understanding of the system behavior.The 1kW fuel cell is connected to a DC/DC Boost Converter to increase the output voltage from 24V to 48V as required by the battery and DC motor."
13976,7566,2019-04-02,2019-04-02,physics,1.0,2.0,1904.01217v2,Kashaev invariants of twice-iterated torus knots,We calculate the asymptotic behavior of the Kashaev invariant of a twice-itarated torus knot and obtain topological interpretation of the formula in terms of the Chern--Simons invariant and the twisted Reidemeister torsion.
13983,7600,2019-04-02,2019-04-02,physics,1.0,1.0,1904.01250v1,Scrutiny of stagnation region flow in a nanofluid suspended permeable   medium due to inconsistent heat source/sink,"In present analysis, nanofluid transport near to a stagnation region over a bidirectionally deforming surface is scrutinized. The region is embedded with Darcy-Forchheimer medium which supports permeability. The porous matrix is suspended with nanofluid, and surface is under the influence of inconsistent heat source/sink. Using similarity functions, framed governing equations are switched to a collection of ordinary differential equations. Output is procured via optimal homotopy asymptotic method (OHAM). Basic notion of OHAM for a vector differential set-up is presented along with required convergence theorems. At different flow stagnation strengths, nanofluid behavior is investigated with respect to variations in porosity parameter, Forchheimer number, Brownian motion, stretching ratio, thermophoretic force, heat source/sink and Schimdt number. Stagnation flow strength invert the pattern of boundary layer profiles of primary velocity. Heat transfer has straightforward relation with Forchheimer number when stagnation forces dominate stretching forces"
13994,7660,2019-04-02,2019-04-02,physics,4.0,2.0,1904.02011v1,Some Constructions of the Golden Ratio in an Arbitrary Triangle,We establish some new constructions of the golden ratio in an arbitrary triangle using symmedians and nine-point circle.
13997,7671,2019-04-02,2019-04-02,physics,2.0,2.0,1904.01315v1,A new scaling MCDA procedure putting together pairwise comparison tables   and the deck of cards method,"This paper deals with an improved version of the deck of the cards method to render the construction of the ratio and interval scales more `accurate'. The improvement comes from the fact that we can account for a richer and finer preference information provided by the decision-makers, which permits a more accurate modelling of the strength of preference between two consecutive levels of a scale. Instead of considering only the number of blank cards between consecutive positions in the ranking of objects such as criteria and scale levels, we consider also the number of blank cards between non consecutive positions in the ranking. This information is collected in a pairwise comparison table that it is not necessarily built with precise values. We can consider also missing information and imprecise information provided in the form of ranges. Since the information provided by the decision-makers is not necessarily consistent, we propose also some procedures to help the decision-maker to make consistent his evaluations in a co-constructive way interacting with an analyst and reflecting and revising her/his judgments. The method is illustrated through and example in which, generalizing the SWING method, interacting criteria are aggregated through the Choquet integral."
13998,7674,2019-04-02,2019-04-02,physics,2.0,1.0,1904.01956v1,Some complexity measures in confined isotropic harmonic oscillator,"Various well-known statistical measures like \emph{L\'opez-Ruiz, Mancini, Calbet} (LMC) and \emph{Fisher-Shannon} complexity have been explored for confined isotropic harmonic oscillator (CHO) in composite position ($r$) and momentum ($p$) spaces. To get a deeper insight about CHO, a more generalized form of these quantities with R\'enyi entropy ($R$) is invoked here. The importance of scaling parameter in the exponential part is also investigated. $R$ is estimated considering order of entropic moments $\alpha, \beta$ as $(\frac{2}{3},3)$ in $r$ and $p$ spaces respectively. Explicit results of these measures with respect to variation of confinement radius $r_c$ is provided systematically for first eight energy states, namely, $1s,~1p,~1d,~2s,~1f,~2p,~1g$ and $2d$. Detailed analysis of these complexity measures provides many hitherto unreported interesting features."
13999,7678,2019-04-02,2019-04-02,physics,2.0,3.0,1904.01321v1,A rearrangement distance for fully-labelled trees,"The problem of comparing trees representing the evolutionary histories of cancerous tumors has turned out to be crucial, since there is a variety of different methods which typically infer multiple possible trees. A departure from the widely studied setting of classical phylogenetics, where trees are leaf-labelled, tumoral trees are fully labelled, i.e., \emph{every} vertex has a label.   In this paper we provide a rearrangement distance measure between two fully-labelled trees. This notion originates from two operations: one which modifies the topology of the tree, the other which permutes the labels of the vertices, hence leaving the topology unaffected. While we show that the distance between two trees in terms of each such operation alone can be decided in polynomial time, the more general notion of distance when both operations are allowed is NP-hard to decide. Despite this result, we show that it is fixed-parameter tractable, and we give a 4-approximation algorithm when one of the trees is binary."
14005,7698,2019-04-02,2019-04-02,physics,1.0,4.0,1904.01339v3,On asymptotic behavior of Bell polynomials and high moments of vertex   degree of random graphs,We study the asymptotic behavior of single variable Bell polynomials ${\cal B}_k(x)$ and polynomials $\tilde {\cal B}_k(x)$ related with restricted Bell numbers in the limit of infinite $k$ and $x>0$. We discuss our results in connection with the spectral theory of random matrices and properties of the vertex degree of large Erd\H os-R\'enyi random graphs.
14012,7742,2019-04-02,2019-04-02,physics,2.0,1.0,1904.01381v4,The minimal probabilistic and quantum finite automata recognizing   uncountably many languages with fixed cutpoints,"It is known that 2-state binary and 3-state unary probabilistic finite automata and 2-state unary quantum finite automata recognize uncountably many languages with cutpoints. These results have been obtained by associating each recognized language with a cutpoint and then by using the fact that there are uncountably many cutpoints. In this note, we prove the same results for fixed cutpoints: each recognized language is associated with an automaton (i.e., algorithm), and the proofs use the fact that there are uncountably many automata. For each case, we present a new construction."
